ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,NEWCollabToolsWantToWorkWith
43150,I am a student who is learning to code,Employed part-time,Some college/university study without earning a degree,,,5,"Developer, back-end;Student",,C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;R;Ruby;Rust;SQL;TypeScript,MySQL;PostgreSQL;SQLite,Firebase;MariaDB;MongoDB;PostgreSQL;Redis,Android;Arduino;Linux;Slack;Windows,Android;Arduino;Docker;Heroku;IBM Cloud or Watson;iOS;Linux;MacOS;Raspberry Pi;Slack,,Angular/Angular.js;Django;Drupal;jQuery;Laravel;Spring;Vue.js,,Linux-based,20.0,Man,,Flutter;Node.js;Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
43233,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,2,8,"Developer, back-end",9996.0,HTML/CSS;Java;JavaScript;Python;SQL,Java;Python;SQL,MongoDB;Microsoft SQL Server;Oracle,MongoDB;Microsoft SQL Server,Linux;Windows;WordPress,Linux;Windows,jQuery,Flask,,Windows,27.0,Man,Pandas,Pandas,Hobby,
43305,I am a student who is learning to code,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,3,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Engineer, site reliability;Student",,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript;WebAssembly,Firebase;MariaDB;MySQL;SQLite,Firebase;MariaDB;MySQL;SQLite,Android;Windows,Android,Angular/Angular.js;Express;jQuery,Angular/Angular.js;Express;jQuery;React.js;Vue.js,,Linux-based,17.0,Man,Node.js,Flutter;Node.js;React Native,Hobby;Contribute to open-source projects,
43322,I am a developer by profession,Employed full-time,Associate degree,100 to 499 employees,5,11,"Developer, back-end",17640.0,Java;JavaScript;SQL;Other(s):,Java;JavaScript;SQL;Other(s):,Oracle;PostgreSQL,Oracle;PostgreSQL,,,Spring,Spring,,Linux-based,27.0,Man,,,,
43439,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,Less than 1 year,6,"Academic researcher;Data scientist or machine learning specialist;Database administrator;Developer, back-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test;Student",,Java;Kotlin;SQL,C;C++;HTML/CSS;Java;JavaScript;Kotlin;SQL,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,Android;Linux;MacOS;Windows,Android;iOS;Linux;MacOS;Windows,Laravel,ASP.NET;jQuery;Laravel;Vue.js,,MacOS,,Man,,Cordova;.NET;.NET Core;Unity 3D;Xamarin,Hobby;Contribute to open-source projects,
43500,I am a developer by profession,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,4,10,"Developer, front-end",6552.0,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP,MySQL,MongoDB,Microsoft Azure;WordPress,AWS;Docker;Google Cloud Platform;Heroku;Microsoft Azure;WordPress,jQuery;Vue.js,Vue.js,,Linux-based,24.0,Man,,Node.js;React Native,Hobby;Contribute to open-source projects,
43537,I am a student who is learning to code,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,,11,"Developer, back-end;Developer, desktop or enterprise applications;Student",,JavaScript;Python,C;C++;C#;Python,Microsoft SQL Server;MySQL;Oracle;SQLite,Cassandra;Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;SQLite,Windows,Windows,,,,Windows,21.0,Man,,,Hobby;Contribute to open-source projects,
43639,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3,3,"Developer, back-end;Student",13200.0,Python;VBA,Go;Python,,,MacOS;Windows,Linux;MacOS,,,,Linux-based,30.0,Man,Pandas;Other(s):,Pandas;TensorFlow;Torch/PyTorch;Other(s):,Hobby;Contribute to open-source projects,
43721,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","1,000 to 4,999 employees",7,9,"Developer, back-end;Developer, desktop or enterprise applications",11472.0,C#;SQL;Other(s):,C#;HTML/CSS;Java;JavaScript,Firebase;PostgreSQL;SQLite,MongoDB;MySQL;PostgreSQL;SQLite,Slack;Windows,Android;Slack;Windows,,ASP.NET;React.js,,Windows,29.0,Man,.NET,Cordova;.NET;.NET Core;Xamarin,Hobby;Contribute to open-source projects,
43742,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,23,32,"Database administrator;Designer;Developer, desktop or enterprise applications",29508.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL;VBA,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;PHP;Rust;SQL;VBA,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;Oracle;PostgreSQL,Linux;Windows,Kubernetes;Linux;Windows,,,,Linux-based,50.0,Man,.NET,.NET;.NET Core;Node.js,Hobby,
43854,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,4,4,"Developer, full-stack",11472.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,Go;HTML/CSS;JavaScript;TypeScript,MariaDB;MongoDB;Microsoft SQL Server;MySQL,Elasticsearch;PostgreSQL;Redis,AWS;Docker;Linux,,Django;Express;jQuery;Vue.js,React.js,,Linux-based,25.0,Man,Node.js,,Hobby;Contribute to open-source projects,
43892,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",8,10,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;DevOps specialist;Engineer, site reliability;System administrator",6552.0,Bash/Shell/PowerShell;Clojure;Elixir;Erlang;HTML/CSS;JavaScript;PHP;Python;SQL,Elixir;Erlang;Python;Rust;SQL,DynamoDB;PostgreSQL;SQLite,PostgreSQL;SQLite,AWS;Google Cloud Platform;Other(s):,AWS;Google Cloud Platform;Other(s):,Vue.js,Vue.js,,BSD,25.0,Man,Ansible;Node.js,Ansible,Hobby;Contribute to open-source projects,
43910,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6,9,"Developer, full-stack",9840.0,HTML/CSS;JavaScript;PHP;Ruby;SQL,HTML/CSS;JavaScript;PHP;SQL,MySQL,MariaDB;MongoDB;MySQL,Android;AWS;Docker;Linux;Slack;Windows;WordPress,AWS;Linux;Microsoft Azure;Slack;Windows,Drupal;Express;jQuery;Laravel;React.js;Ruby on Rails;Vue.js,jQuery;Laravel,,Linux-based,25.0,Man,Node.js;React Native,,,
43955,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,5,9,"Developer, embedded applications or devices;Student",23358.0,C;C++;Python,C++;Go;Python,,,Docker;Linux,Docker;Kubernetes;Linux,,,,Linux-based,25.0,Man,Ansible;Pandas;TensorFlow,Ansible;Pandas;TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects,
44007,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",5,10,"Developer, back-end;Developer, front-end;Developer, full-stack",16068.0,C#;JavaScript,C#;JavaScript;Python,Microsoft SQL Server;MySQL;PostgreSQL,MongoDB;Microsoft SQL Server,Android;Windows,Android;AWS;iOS;Linux;MacOS;Windows,ASP.NET;React.js,ASP.NET;React.js,,Windows,33.0,Man,.NET;.NET Core;React Native,.NET;.NET Core;Node.js;React Native,Hobby;Contribute to open-source projects,
44118,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,"1,000 to 4,999 employees",2,10,"Developer, back-end;Developer, front-end;Student",6228.0,Bash/Shell/PowerShell;HTML/CSS;Python;TypeScript,Go;Rust;WebAssembly,MySQL;SQLite,Firebase;MongoDB,Docker;Google Cloud Platform;Linux,Docker;Google Cloud Platform;Kubernetes,Angular/Angular.js;Flask,Angular/Angular.js;React.js;Vue.js,,Linux-based,26.0,Man,,React Native;TensorFlow,,
44125,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",7,10,"Developer, back-end;Developer, front-end;Developer, full-stack",11796.0,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;R;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL,MariaDB;MongoDB;MySQL,Windows,AWS;Docker;Heroku;Microsoft Azure;Windows,Angular/Angular.js;jQuery,Angular/Angular.js;React.js;Spring,,Windows,34.0,Man,Node.js,Apache Spark;Node.js;React Native;Unreal Engine,Hobby;Contribute to open-source projects,
44148,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,7,9,"Developer, back-end;Developer, mobile",17757.0,Python,Kotlin,MySQL;SQLite,,Android;AWS;Linux;MacOS,Android;iOS,Django;jQuery,Django,,MacOS,27.0,Man,,,Hobby;Contribute to open-source projects,
44156,"I used to be a developer by profession, but no longer am",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,25,28,"Developer, full-stack;Product manager;Senior executive/VP",,Assembly;Bash/Shell/PowerShell;C;C#;Java;PHP;Ruby;SQL,,MySQL;Oracle;PostgreSQL;SQLite,,Android;AWS;Google Cloud Platform;Heroku;Linux;MacOS;Slack;Windows;WordPress,,ASP.NET;jQuery;Ruby on Rails,,,MacOS,41.0,Man,Cordova;.NET;Xamarin,,Hobby;Contribute to open-source projects,
44194,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,19,19,"Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Engineer, data;Engineer, site reliability",45000.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL;TypeScript,Cassandra;DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;Oracle,Cassandra;DynamoDB;Elasticsearch;MongoDB;MySQL;Oracle,AWS;Docker;Slack,Android;Arduino;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Microsoft Azure;Slack,Angular/Angular.js;jQuery;React.js;Spring,Angular/Angular.js;jQuery;React.js;Spring,,Linux-based,39.0,Man,Apache Spark;Hadoop;Node.js;React Native,Apache Spark;Hadoop;Node.js;React Native,Hobby,
44207,I am a student who is learning to code,Employed part-time,Associate degree,,,25,Designer;Student,,HTML/CSS;JavaScript,HTML/CSS,MySQL,,WordPress,WordPress,,,,Windows,,Man,,,Hobby;Contribute to open-source projects,
44211,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","5,000 to 9,999 employees",32,Less than 1 year,"Developer, full-stack",10488.0,HTML/CSS;Java;JavaScript;Python,,MongoDB;SQLite,,Arduino,,Django,,,Windows,32.0,Woman,,,,
44283,I am a student who is learning to code,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,1,,,C++,Python,,MySQL;PostgreSQL,,Android;Linux,,Django,,Linux-based,27.0,Man,,,Hobby,
44317,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",5,11,"Developer, desktop or enterprise applications",34818.0,Bash/Shell/PowerShell;C++;Java;Python;Other(s):,C++;HTML/CSS;JavaScript;Python;Other(s):,,,Linux,Linux,,Angular/Angular.js;Express;React.js;Vue.js,,Linux-based,29.0,Man,Node.js,Node.js,,
44673,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,2-9 employees,Less than 1 year,3,"Academic researcher;Data scientist or machine learning specialist;Developer, back-end;Scientist;Student",3276.0,JavaScript;Python;R,Python,DynamoDB;MariaDB;MongoDB;PostgreSQL;SQLite,,AWS;Linux,,Flask,,,Linux-based,21.0,Man,Node.js;Pandas;TensorFlow;Torch/PyTorch,,Hobby;Contribute to open-source projects,
44743,I am a developer by profession,Employed full-time,Associate degree,"5,000 to 9,999 employees",22,22,"Developer, back-end",39336.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell/PowerShell;Dart;Go;HTML/CSS;JavaScript;PHP;R;SQL,MariaDB;MySQL;Redis,Elasticsearch;MariaDB;PostgreSQL;Redis,AWS;Docker;Linux;WordPress,AWS;Docker;Kubernetes;Linux,Laravel;Other(s):,Laravel;Vue.js;Other(s):,,MacOS,44.0,Man,Node.js,Flutter;TensorFlow,Hobby;Contribute to open-source projects,
44745,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",Less than 1 year,2,"Data or business analyst;Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Student",4920.0,C;HTML/CSS;JavaScript;Python,HTML/CSS;JavaScript;Python;SQL,,,,Android;AWS;Kubernetes;Linux,,React.js,,Windows,30.0,Man,,Pandas,Hobby;Contribute to open-source projects,
44755,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees",20,22,"Developer, desktop or enterprise applications;Developer, full-stack",45900.0,HTML/CSS;Java;JavaScript;R;SQL,HTML/CSS;Java;Python;R;SQL,Oracle;PostgreSQL,PostgreSQL,Linux,Linux,jQuery,Vue.js,,Linux-based,39.0,Man,,Apache Spark;Hadoop,Hobby;Contribute to open-source projects,
44794,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,10,10,"Academic researcher;Data or business analyst;Developer, desktop or enterprise applications;Engineer, data;Engineer, site reliability",85236.0,C++;Java;Python;R;Scala;SQL,C++;Elixir;Erlang;Java;Python;R;Scala;SQL,DynamoDB;Firebase;Oracle,Firebase;Oracle,,,,,,Linux-based,,Man,,,Hobby;Contribute to open-source projects,
44809,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","5,000 to 9,999 employees",7,9,"Developer, full-stack",24588.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,,Microsoft SQL Server,,Docker;Linux;Windows,,Angular/Angular.js;Spring,,,Windows,33.0,Man,Node.js,,Hobby;Contribute to open-source projects,
44839,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,7,10,"Developer, back-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineer, data",,HTML/CSS;JavaScript;Ruby;SQL,Elixir;Erlang;Go;Ruby;SQL,MySQL;PostgreSQL;Redis,MariaDB;PostgreSQL,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Slack,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux,Ruby on Rails,Ruby on Rails,,Linux-based,27.0,Man,,,Hobby;Contribute to open-source projects,
44994,I code primarily as a hobby,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,3,,,HTML/CSS;Java;Python,HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby,MySQL,,Android;Heroku;Linux,Android;Docker;Heroku;Linux;WordPress,Flask;jQuery,Flask;jQuery;React.js;Ruby on Rails,,Linux-based,15.0,Man,,Unity 3D,Hobby;Contribute to open-source projects,
45048,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,6,10,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist;Student",9504.0,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell/PowerShell;C++;Java;Python;SQL;TypeScript,DynamoDB;Firebase;PostgreSQL,PostgreSQL,Android;AWS;Docker;Linux;Windows,Android;Docker;Linux,Angular/Angular.js;Express;jQuery;React.js;Spring,Express;jQuery;React.js;Spring,,Linux-based,32.0,Man,Cordova;Node.js;React Native;Unity 3D;Other(s):,React Native;Other(s):,Hobby;Contribute to open-source projects,
45102,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Professional degree (JD, MD, etc.)",2-9 employees,9,9,Data or business analyst;Database administrator;Senior executive/VP;System administrator,26232.0,Bash/Shell/PowerShell;C#;HTML/CSS;SQL;VBA,Bash/Shell/PowerShell;C#;HTML/CSS;Python;R;SQL;VBA,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure;Windows,Microsoft Azure;Windows,,,,Windows,30.0,Man,,,,
45139,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,Less than 1 year,3,"Data or business analyst;Developer, back-end;Developer, full-stack;Engineer, data;Product manager;Scientist",7212.0,C#;HTML/CSS;JavaScript;Python;SQL,C++;C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,MongoDB;Microsoft SQL Server;PostgreSQL,Cassandra;Firebase;MongoDB;Microsoft SQL Server,Docker;Linux;Windows,Docker;Kubernetes,ASP.NET;jQuery,ASP.NET;Django;Flask;jQuery;React.js;Vue.js,,Windows,22.0,Man,.NET;.NET Core,.NET;.NET Core;Node.js,,
45192,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",,2-9 employees,14,14,Academic researcher;Educator;Scientist,8196.0,C;Java;Kotlin,Clojure;Java;Kotlin,SQLite,,Linux;MacOS,Linux;MacOS,,,,Linux-based,34.0,Man,,,Hobby;Contribute to open-source projects,
45212,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,20,21,"Developer, full-stack",26232.0,HTML/CSS;Java;JavaScript,Kotlin;TypeScript,Oracle,,,,jQuery;Spring,Angular/Angular.js,,Windows,43.0,Man,,Node.js,Hobby;Contribute to open-source projects,
45222,I am a student who is learning to code,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,4,"Developer, embedded applications or devices;Developer, mobile",,Assembly;HTML/CSS;Java;PHP;SQL,Assembly;C;C++;C#;HTML/CSS;Java,MySQL,MariaDB;PostgreSQL,Linux;WordPress,Android;Arduino;Linux;WordPress,,ASP.NET;Drupal;jQuery;Ruby on Rails,,Windows,28.0,Man,Xamarin,Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
45277,I am a student who is learning to code,Employed part-time,"Professional degree (JD, MD, etc.)",,,2,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Student;System administrator",,HTML/CSS;VBA,Java;JavaScript,MySQL,MongoDB;PostgreSQL,Android;Windows,Android;Google Cloud Platform;Linux,,jQuery;Ruby on Rails;Spring,,Linux-based,31.0,Man,,Unity 3D;Unreal Engine,Hobby,
45369,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",23280.0,Go;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,Elixir;Go;JavaScript;Python;Ruby,MongoDB;MySQL;PostgreSQL;Redis,MongoDB;Redis,Docker;Google Cloud Platform;Kubernetes;Linux,Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,Angular/Angular.js;Express;Spring,Express;Flask;React.js;Spring,,Linux-based,31.0,Man,Node.js,.NET Core;Node.js,Hobby;Contribute to open-source projects,
45432,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,7,9,"Data or business analyst;Data scientist or machine learning specialist;Engineer, data",32784.0,Python;R;SQL,R;Scala;SQL,Elasticsearch;MySQL;SQLite,,Google Cloud Platform,AWS;Google Cloud Platform,,,,MacOS,,Man,Apache Spark;Hadoop;Pandas,Apache Spark;Hadoop;TensorFlow,Hobby;Contribute to open-source projects,
45465,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",4,8,"Developer, back-end;Developer, full-stack",112008.0,C++;Go;Java;Python,Go,,,,,jQuery,,,Linux-based,26.0,Man,TensorFlow,,,
45533,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,7,11,"Developer, full-stack;Developer, mobile",27204.0,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,Couchbase;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,AWS;Docker;IBM Cloud or Watson;iOS;MacOS;Slack,Android;AWS;Docker;iOS;Kubernetes;MacOS;Microsoft Azure;Slack,Express;jQuery,Angular/Angular.js;Express;Spring,,MacOS,28.0,Man,Node.js;Unity 3D,Flutter;Node.js,Hobby;Contribute to open-source projects,
45604,I am a developer by profession,Employed full-time,Associate degree,"10,000 or more employees",4,8,"Developer, back-end",9840.0,C;Java;JavaScript;PHP;TypeScript,Java;JavaScript;PHP;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,PostgreSQL,AWS;Docker;Google Cloud Platform;Heroku;Linux,AWS;Docker;Google Cloud Platform;Heroku;Linux;Microsoft Azure,Laravel;Spring,,,Windows,,Man,Node.js,,Hobby;Contribute to open-source projects,
45731,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,10,11,"Developer, back-end",27319.0,C#;HTML/CSS;JavaScript;SQL,C++;C#;Clojure;HTML/CSS;JavaScript;SQL;Swift,MongoDB;Microsoft SQL Server;MySQL,Elasticsearch;MongoDB;Microsoft SQL Server;PostgreSQL;Redis,Linux;MacOS;Microsoft Azure;Windows,Android;iOS;Linux;MacOS;Microsoft Azure;Windows,ASP.NET;jQuery,ASP.NET,,MacOS,27.0,Man,.NET;.NET Core;Xamarin,.NET;.NET Core;Node.js;Unreal Engine;Xamarin,Hobby,
45798,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",10,11,"Data scientist or machine learning specialist;Developer, back-end;Engineer, data",23604.0,Bash/Shell/PowerShell;Java;JavaScript;Scala;SQL,Java;R;Scala;SQL,Microsoft SQL Server,DynamoDB;Redis,AWS;Linux;Windows,AWS;Docker;Heroku;Linux;WordPress,Spring,Spring,,Windows,30.0,Man,Apache Spark;Hadoop;Pandas,Apache Spark;Hadoop;Pandas;TensorFlow,Hobby,
45858,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,4,15,"Data scientist or machine learning specialist;Database administrator;Developer, back-end;Developer, full-stack;Engineer, data",26232.0,Assembly;C;Elixir;Erlang;Python;SQL,C;Clojure;Elixir;Erlang;JavaScript;Python;Scala;SQL,MongoDB;Oracle;PostgreSQL,Cassandra;DynamoDB;MongoDB;PostgreSQL;Redis;Other(s):,Arduino;AWS;Docker;Linux,Android;Arduino;AWS;Docker;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,Django;Flask,Flask;Vue.js,,Linux-based,27.0,Man,,Hadoop;TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects,
45873,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,20 to 99 employees,2,8,"Developer, front-end;Developer, full-stack;Developer, mobile;Student",9180.0,C;HTML/CSS;Java;JavaScript;Python;SQL,C#;HTML/CSS;JavaScript;Kotlin;Python;SQL,MongoDB;SQLite,DynamoDB;MongoDB;MySQL,Android;Arduino;Linux;Windows;WordPress,Android;Arduino;AWS;Google Cloud Platform;Linux;Windows,Django,Angular/Angular.js;React.js,,Windows,21.0,Man,Unity 3D,Node.js;TensorFlow;Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
45882,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,8,8,"Developer, full-stack",11472.0,HTML/CSS;JavaScript;PHP;SQL,TypeScript;Other(s):,MariaDB;MySQL,MongoDB,Windows,Android;iOS,jQuery,React.js,,Windows,28.0,Man,,React Native,,
45907,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Just me - I am a freelancer, sole proprietor, etc.",7,9,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",6552.0,HTML/CSS;JavaScript;PHP;Python;SQL,HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,MySQL;PostgreSQL,Android;Linux;Windows,Android;Arduino;Linux;Raspberry Pi,Angular/Angular.js;jQuery,Angular/Angular.js;jQuery;Vue.js,,Linux-based,27.0,Man,Cordova;Node.js,Apache Spark;Cordova;Node.js;Unity 3D,,
45920,I am a student who is learning to code,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,3,"Developer, desktop or enterprise applications",,HTML/CSS;Java,HTML/CSS;Java;JavaScript;SQL,,MongoDB;MySQL,Windows,Android;MacOS;Windows,,Angular/Angular.js;React.js;Spring,,Windows,28.0,Man,,Node.js,Hobby;Contribute to open-source projects,
45988,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,20 to 99 employees,15,15,"Data or business analyst;Database administrator;Designer;Developer, full-stack;Developer, mobile;DevOps specialist;Engineering manager;Product manager;Senior executive/VP;Student;System administrator",36060.0,Go;JavaScript,Go;JavaScript,,Elasticsearch;MongoDB;Redis,Arduino;AWS;Heroku;Linux;MacOS;Slack,AWS;Linux;MacOS;Raspberry Pi;Slack,Angular/Angular.js;Express;jQuery;React.js;Vue.js,Express;React.js,,MacOS,34.0,Man,Cordova;.NET;.NET Core;Node.js;React Native,Node.js;TensorFlow,Hobby,
46008,I am a developer by profession,Employed full-time,"Professional degree (JD, MD, etc.)",10 to 19 employees,2,3,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test",11472.0,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Other(s):,DynamoDB;MySQL;PostgreSQL,MySQL;PostgreSQL,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Linux;MacOS;WordPress,Android;AWS;Docker;Google Cloud Platform;Heroku;Linux,Angular/Angular.js;Express;jQuery;Laravel;Vue.js,Express;Laravel;Vue.js,,Linux-based,23.0,Man,Cordova;Node.js;Unity 3D;Other(s):,Cordova;CryEngine;Node.js;Unity 3D;Unreal Engine;Other(s):,Hobby;Contribute to open-source projects,
