ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities
23189,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,12,15,"Developer, back-end;Developer, full-stack;DevOps specialist;System administrator",,Java;Perl;PHP;Ruby;SQL,Java;PHP;SQL,MySQL;PostgreSQL,Elasticsearch;MySQL;PostgreSQL,Docker;Kubernetes;Linux;Raspberry Pi;WordPress,Docker;Kubernetes;Linux,,,"Jira;Github;Google Suite (Docs, Meet, etc)","Jira;Github;Google Suite (Docs, Meet, etc)",Linux-based,33.0,Man,Flutter,Flutter,Hobby
23191,I am a developer by profession,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,Less than 1 year,7,"Developer, back-end",5496.0,C;C#;C++;Java;PHP;Python,C++;Java;Python,Microsoft SQL Server;MySQL;PostgreSQL;Redis,PostgreSQL;Redis,Linux,Linux,,,"Github;Google Suite (Docs, Meet, etc)","Jira;Github;Facebook Workplace;Slack;Trello;Google Suite (Docs, Meet, etc)",Linux-based,18.0,Man,.NET;Unity 3D,,Hobby
23217,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2,6,"Developer, front-end;Developer, full-stack",16488.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Python,MariaDB;MySQL,MongoDB,Linux;Microsoft Azure;Windows;WordPress,,Express;jQuery;Laravel;React.js,,"Jira;Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",,Linux-based,25.0,Man,,Node.js,
23232,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,2,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile",8244.0,C#;HTML/CSS;JavaScript;Python;SQL,C;C#;C++;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MongoDB;Redis,Microsoft SQL Server;MongoDB;Redis,Windows,Android;iOS;Linux;MacOS;Windows,ASP.NET;ASP.NET Core;jQuery,Angular;ASP.NET;ASP.NET Core;jQuery;React.js,Github;Microsoft Teams;Trello,Github;Trello,Windows,19.0,Man,.NET;.NET Core;Unity 3D,.NET;.NET Core;Node.js;React Native;Unity 3D,Hobby
23241,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",20,30,"Developer, back-end;Developer, embedded applications or devices;DevOps specialist;Scientist",80174.0,Bash/Shell/PowerShell;C;C#;C++,Bash/Shell/PowerShell;C;C#;C++;Go,IBM DB2,IBM DB2,Linux;Windows,Linux;Windows,,,Github,Github,Windows,57.0,Man,.NET,.NET;.NET Core,Hobby
23247,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",14,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist",31776.0,Bash/Shell/PowerShell;C;C++;Java;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell/PowerShell;C;C++;Go;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Couchbase;Firebase;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,Cassandra;Couchbase;Elasticsearch;Firebase;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;Kubernetes;Linux;Microsoft Azure;Windows;WordPress,Android;Arduino;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,Angular;Angular.js;Express;Flask;jQuery;Spring,Angular;Angular.js;Express;Flask;jQuery;React.js;Spring;Vue.js,Github;Gitlab;Slack;Microsoft Teams,Github;Gitlab;Slack;Microsoft Teams,Linux-based,35.0,Man,Cordova;Node.js;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Cordova;Hadoop;Node.js;Pandas;React Native;TensorFlow;Torch/PyTorch,Hobby
23264,I am a student who is learning to code,Employed full-time,Some college/university study without earning a degree,,,7,"Developer, game or graphics;Developer, mobile;Developer, QA or test",,C;C#;C++;HTML/CSS;Java;JavaScript;PHP,Kotlin;SQL,,Firebase;MySQL;Oracle;SQLite,Windows,Android,,,,Github;Trello,Windows,25.0,Man,Unity 3D,Flutter;Unity 3D,
23304,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,11,16,"Developer, back-end;Developer, full-stack",17868.0,Bash/Shell/PowerShell;C#;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;C#;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;Redis,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Docker;Linux;Microsoft Azure;Windows,Docker;Kubernetes;Linux;Microsoft Azure;Windows,ASP.NET;ASP.NET Core;jQuery,Angular;ASP.NET Core,"Github;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)","Github;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",Windows,32.0,Man,.NET;.NET Core,.NET;.NET Core,Hobby
23307,I am a developer by profession,Employed full-time,"Associate degree (A.A., A.S., etc.)",500 to 999 employees,3,5,"Developer, back-end",16488.0,Java;Kotlin;SQL,Go;Java;Kotlin;SQL;Swift,Cassandra;Elasticsearch;PostgreSQL;Redis,Cassandra;Elasticsearch;MongoDB;PostgreSQL;Redis,,,,,Confluence;Jira;Github;Gitlab;Facebook Workplace;Slack,Confluence;Jira;Github;Gitlab;Facebook Workplace;Slack,Linux-based,,Man,,,Hobby
23311,I am a developer by profession,Employed full-time,"Associate degree (A.A., A.S., etc.)",2 to 9 employees,10,12,"Designer;Developer, front-end;Developer, mobile",30464.0,HTML/CSS;JavaScript;PHP,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;TypeScript,MySQL,Firebase;MongoDB;MySQL,Android;iOS;WordPress,Android;iOS;WordPress,jQuery;React.js,Express;Gatsby;React.js;Vue.js,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",MacOS,29.0,Man,React Native,Flutter;Node.js;React Native,Hobby
23383,I am a developer by profession,Employed part-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,14,18,"Academic researcher;Developer, back-end;Developer, front-end;Developer, full-stack;Engineer, data",30240.0,C;HTML/CSS;Java;JavaScript;SQL,C;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,PostgreSQL,Elasticsearch;MongoDB;PostgreSQL;Redis,Docker;Linux;MacOS,Docker;Kubernetes;Linux;MacOS,Angular;jQuery;Spring,Angular;Django;jQuery;Ruby on Rails;Spring,Github;Gitlab;Stack Overflow for Teams,Gitlab;Stack Overflow for Teams,MacOS,35.0,Man,,,Hobby
23441,I am a student who is learning to code,"Not employed, but looking for work",,,,Less than 1 year,,,HTML/CSS,JavaScript;Python;TypeScript,,MongoDB;MySQL;PostgreSQL,,Docker;Linux,Django,Django,Trello,Github;Gitlab,Linux-based,37.0,Man,,Flutter,
23443,I am a developer by profession,Employed full-time,I never completed any formal education,10 to 19 employees,5,5,"Developer, back-end;Developer, mobile",12372.0,Java;JavaScript;PHP;SQL,Java;JavaScript;PHP;SQL,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,Android;AWS;Docker;Linux;Windows,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Windows,Laravel;Spring,Laravel;Spring;Vue.js,"Github;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Linux-based,25.0,Man,Node.js;TensorFlow,Flutter;Node.js;TensorFlow,Hobby
23463,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,10,15,"Developer, back-end",14844.0,JavaScript,JavaScript,Couchbase;MariaDB;MongoDB;MySQL;Redis,MariaDB;MongoDB;MySQL;Redis,Docker;Linux,Docker;Linux,Express;Laravel;React.js;Symfony;Vue.js,Express;Laravel;React.js,Jira;Github;Slack,Github,Linux-based,35.0,Man,Pandas;React Native,Pandas;React Native,
23468,I am a student who is learning to code,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,1,,,C++,C++;HTML/CSS;JavaScript;Python,,,Linux,Arduino;Linux,,Express;React.js,Github,Github;Trello,Linux-based,18.0,Man,,Node.js;React Native,Hobby
23479,I am a developer by profession,Employed full-time,"Associate degree (A.A., A.S., etc.)","10,000 or more employees",4,12,"Developer, back-end;Developer, desktop or enterprise applications",12599.0,C#;SQL,C#;Ruby,Microsoft SQL Server;MongoDB,Microsoft SQL Server;MongoDB;Redis;SQLite,Docker;Linux;Windows,Docker;Linux;Microsoft Azure;Windows,ASP.NET Core,ASP.NET Core,Github;Gitlab,Github;Gitlab;Microsoft Teams;Trello,Windows,,Man,.NET;.NET Core,.NET;.NET Core;Unity 3D;Xamarin,Hobby
23527,I code primarily as a hobby,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,4,,,Python,Python;VBA,,,MacOS;Windows,MacOS;Windows,,,Github,Github,Windows,,,,,Hobby
23555,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2,8,"Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Scientist;System administrator",19236.0,C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript,Dart;HTML/CSS;Java;JavaScript;Python;TypeScript,Cassandra;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Firebase;MariaDB;MongoDB;PostgreSQL,Android;Arduino;AWS;Heroku;Linux;MacOS;Windows;WordPress,AWS;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Windows;WordPress,Angular;Django;Express;jQuery;React.js;Spring,Angular;Django;Express;jQuery;React.js;Spring,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Windows,22.0,Man,Cordova;Flutter;Hadoop;Node.js;Pandas;React Native;TensorFlow,Flutter;Hadoop;Node.js;Pandas;React Native;TensorFlow,Hobby
23565,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,10,14,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, game or graphics;Educator;Scientist",20676.0,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Elasticsearch;MariaDB;PostgreSQL,Elasticsearch;MariaDB;PostgreSQL,AWS;Docker;Linux;Windows;WordPress,AWS;Docker;Linux;Windows,Angular;ASP.NET Core;Django;Express;Flask;jQuery;React.js;Spring,Angular;Express;Flask;jQuery;Spring;Vue.js,"Github;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",Linux-based,29.0,Man,.NET Core;Node.js;Unity 3D,Node.js;Unity 3D,Hobby
23579,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,2 to 9 employees,1,3,"Academic researcher;Data scientist or machine learning specialist;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",5940.0,C#;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,Assembly;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Julia;Python;Rust;TypeScript,Firebase,Firebase,Google Cloud Platform,Android;Arduino;AWS;Google Cloud Platform;Raspberry Pi,Angular;Express,Angular;Express;Spring,"Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Windows,21.0,Man,Node.js;Pandas,.NET;.NET Core;Flutter;Node.js;Pandas;React Native;TensorFlow;Torch/PyTorch,Hobby
23611,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,,2 to 9 employees,Less than 1 year,1,Academic researcher;Data or business analyst,10992.0,Python,Python,,,,,,,Github;Microsoft Teams;Trello,Github;Microsoft Teams;Trello,MacOS,21.0,Man,Pandas;TensorFlow,Pandas;TensorFlow,
23644,I am a student who is learning to code,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,3,,,C++;Dart;Python,C++;Dart;Go;Python,,,Linux,Android;Linux,,,"Github;Trello;Google Suite (Docs, Meet, etc)","Github;Trello;Google Suite (Docs, Meet, etc)",Linux-based,20.0,Man,Pandas,Flutter;Pandas,Hobby
23683,I am a developer by profession,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","5,000 to 9,999 employees",5,8,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Educator",6876.0,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Haskell;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript,MySQL;Oracle;PostgreSQL,Cassandra;Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,Android;Arduino;AWS;Docker;Heroku;Linux;Microsoft Azure;Windows;WordPress,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations,Express;Flask;React.js,Angular.js;Django;Express;Flask;Gatsby;React.js;Spring;Vue.js,"Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Windows,21.0,Man,Node.js;React Native,Flutter;Node.js;React Native;TensorFlow,Hobby
23708,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,10,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",14568.0,C++;HTML/CSS;Java;JavaScript;SQL,C++;HTML/CSS;Java;JavaScript;R;Scala;SQL,PostgreSQL;SQLite,Elasticsearch;PostgreSQL;SQLite,AWS;Windows,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;Windows,Express;jQuery;Spring,Angular.js;Express;jQuery;React.js;Spring,"Github;Gitlab;Google Suite (Docs, Meet, etc)","Github;Gitlab;Microsoft Teams;Google Suite (Docs, Meet, etc)",Windows,31.0,Woman,Node.js;Unreal Engine,Apache Spark;Flutter;Hadoop;Node.js;React Native;Unreal Engine,Hobby
23714,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",6,11,"Developer, back-end;Engineer, data",28863.0,Bash/Shell/PowerShell;C;Go;Java;JavaScript;Kotlin;Python;Scala;SQL,Go;Java;Rust;Scala,Cassandra;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;Redis,Cassandra;Redis,Docker;Google Cloud Platform;Linux,AWS;Docker;Kubernetes;Linux,,,"Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Linux-based,29.0,Man,Apache Spark;Hadoop,Apache Spark;Hadoop;TensorFlow,
23748,I am a student who is learning to code,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,2,"Developer, front-end",,C#;HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript;Python;SQL;VBA,Firebase,Firebase;MariaDB;MySQL,Android;Arduino;Windows,Google Cloud Platform;Microsoft Azure;Windows;WordPress,,Angular.js;ASP.NET Core,"Github;Trello;Google Suite (Docs, Meet, etc)",Github;Microsoft Azure;Trello,Windows,32.0,Man,.NET;Unity 3D,.NET;Unity 3D;Xamarin,Hobby
23776,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,2,6,"Developer, full-stack",7152.0,HTML/CSS;Java;JavaScript;Python;SQL,C#;Dart;Go;HTML/CSS;JavaScript;Julia;Kotlin;Python;SQL;TypeScript,PostgreSQL;Redis,Cassandra;MariaDB;PostgreSQL;Redis;SQLite,Docker;Kubernetes;Linux,Android;AWS;Docker;Kubernetes;Linux;Windows,React.js;Spring;Vue.js,Django;Express;Flask;React.js;Spring;Vue.js,Gitlab,Jira;Gitlab,Linux-based,21.0,Man,Keras;Node.js;Pandas,Apache Spark;Flutter;Hadoop;Keras;Node.js;Pandas;React Native;Unity 3D;Xamarin,Hobby
23818,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,2,4,"Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",10440.0,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;Swift;TypeScript,Firebase,DynamoDB;Firebase;MongoDB;MySQL,AWS,Arduino;AWS;iOS;MacOS,Express;React.js,Express;React.js,Jira;Github;Gitlab;Microsoft Teams,Jira;Github;Gitlab;Slack,MacOS,21.0,Man,Node.js,Flutter;Node.js;React Native,Hobby
23845,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,1,5,"Developer, back-end",4128.0,JavaScript;TypeScript,Go;Haskell;JavaScript;Python;TypeScript,MongoDB,DynamoDB;MongoDB;PostgreSQL,AWS;Docker;Heroku;Linux,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Linux;Microsoft Azure,Express,Express,Jira,Jira,Linux-based,31.0,Man,Node.js,Node.js,
23877,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,6,10,"Developer, back-end;Developer, full-stack;DevOps specialist",19236.0,Go;Ruby;Rust;SQL,Go;Rust,MongoDB;MySQL,,Docker;Kubernetes;Linux,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure,Ruby on Rails,,Github;Gitlab;Slack;Trello,Github;Slack,MacOS,29.0,Man,,,Hobby
23889,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",5,9,"Developer, back-end;Developer, full-stack",27492.0,Go;Java;JavaScript,Go;JavaScript,DynamoDB;Firebase;PostgreSQL,,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,MacOS,Express,React.js,Github;Facebook Workplace;Slack,Confluence;Jira;Github;Facebook Workplace;Slack,MacOS,23.0,Man,Node.js,Node.js,
23920,I am a developer by profession,Employed full-time,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,8,10,"Data scientist or machine learning specialist;Developer, back-end",13740.0,JavaScript;Python;TypeScript,JavaScript;Python,Elasticsearch;PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,AWS;Docker;Linux,AWS;Docker;Heroku;Linux,Angular;Django;jQuery,Django;React.js,Confluence;Jira;Github;Slack,Confluence;Jira;Github;Slack,Linux-based,26.0,Man,Pandas;TensorFlow,Apache Spark;Keras;Pandas;TensorFlow,Hobby
23927,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,17,17,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, site reliability",32988.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,Oracle;PostgreSQL,PostgreSQL,Microsoft Azure;Windows,AWS;Linux;Microsoft Azure;Windows,ASP.NET,ASP.NET;ASP.NET Core;Vue.js,Github;Microsoft Azure;Trello,Github;Microsoft Azure;Trello,Windows,33.0,Man,.NET;Node.js,.NET;.NET Core,
23930,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,6,9,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Product manager;System administrator",18555.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;Haskell;HTML/CSS;JavaScript;Kotlin;Rust;SQL;TypeScript,Firebase;MySQL;Oracle;SQLite,Couchbase;Elasticsearch;Firebase;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Docker;Linux;MacOS,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Express;jQuery;Vue.js,Express;Gatsby;jQuery;React.js;Vue.js,"Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",MacOS,29.0,Man,Node.js,Flutter;Node.js;React Native;TensorFlow;Teraform,Hobby
23953,I am a student who is learning to code,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,6,"Developer, full-stack",,HTML/CSS;Java;JavaScript;SQL,HTML/CSS;Java;JavaScript;SQL,MySQL,DynamoDB;MongoDB;MySQL;Oracle,Windows,AWS;Docker;Heroku,React.js;Spring,Express;React.js;Spring,Github;Slack;Trello,Github;Gitlab;Slack;Trello,Windows,28.0,Man,,Node.js;React Native,Hobby
24012,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",16,21,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics",103081.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,Oracle;Redis,Oracle;Redis,Android;iOS;Microsoft Azure;Windows,Android;Docker;iOS;Kubernetes;Linux;Microsoft Azure;Windows,jQuery,jQuery,Microsoft Teams;Microsoft Azure,Github;Slack;Microsoft Azure,Windows,33.0,Man,.NET;.NET Core;Unity 3D;Xamarin,.NET;.NET Core;Flutter;Unity 3D;Unreal Engine;Xamarin,Hobby
24092,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",Less than 1 year,2,"Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",2340.0,Dart;HTML/CSS;JavaScript;TypeScript,Dart;Java;JavaScript;Python;TypeScript,DynamoDB;Elasticsearch;Firebase;MongoDB,DynamoDB;Firebase;MySQL,Android;AWS;Google Cloud Platform;Heroku;iOS;Linux;WordPress,Android;AWS;Google Cloud Platform;iOS;Linux,Express;Gatsby;React.js,Django;Express;Gatsby;React.js,Github;Gitlab;Trello,Github;Trello,Linux-based,27.0,Man,Flutter;Node.js;React Native,Flutter;Node.js;Teraform,
24100,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","5,000 to 9,999 employees",1,1,,,Python,Python;SQL,,MySQL,,Android;Windows,,,,Github,Windows,24.0,Man,,.NET;.NET Core;Pandas,
24124,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",4,7,"Data or business analyst;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",8796.0,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MongoDB,Microsoft SQL Server;MongoDB,Arduino;Windows;WordPress,Android;Arduino;Windows,Angular.js;ASP.NET;jQuery,Angular.js;ASP.NET;ASP.NET Core;jQuery;Vue.js,Jira;Github,Github,Windows,25.0,Man,.NET,.NET;.NET Core;Node.js;React Native;Xamarin,Hobby
24158,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,5,9,"Developer, back-end;Developer, desktop or enterprise applications",10992.0,Bash/Shell/PowerShell;C#;SQL;TypeScript;VBA,Bash/Shell/PowerShell;C#;HTML/CSS;Kotlin;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Elasticsearch;Microsoft SQL Server;PostgreSQL,AWS;Docker;Linux;Microsoft Azure;Slack Apps and Integrations;Windows,Android;AWS;Docker;Linux;Microsoft Azure;Windows,Angular;ASP.NET;ASP.NET Core;Vue.js,ASP.NET Core,"Github;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)","Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Windows,23.0,Man,.NET;.NET Core,.NET;.NET Core;Flutter;React Native,Hobby
24230,I am a developer by profession,Employed full-time,"Associate degree (A.A., A.S., etc.)",100 to 499 employees,2,19,"Developer, full-stack",4128.0,C;C#;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Python,C#;Haskell;HTML/CSS;JavaScript;PHP;Python,Microsoft SQL Server;SQLite,PostgreSQL;SQLite,Arduino;Docker;Linux;Raspberry Pi;WordPress,Arduino;Docker;Linux;Raspberry Pi,Angular;Angular.js,Angular;Angular.js;Django;Flask;Vue.js,Github;Microsoft Teams,Github;Microsoft Teams,Windows,,,.NET;Node.js;Pandas;TensorFlow,Node.js;Pandas;TensorFlow,Hobby
24232,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,2,6,"Developer, back-end",7152.0,C#;SQL,C#;Rust;SQL,Microsoft SQL Server,Redis,Microsoft Azure;Windows,Docker;Linux;Windows,ASP.NET;ASP.NET Core,ASP.NET Core,Github;Gitlab;Trello,Github;Gitlab,Windows,22.0,Man,.NET;.NET Core,.NET Core,Hobby
24307,I am a developer by profession,Employed full-time,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",15,20,"Developer, back-end;Developer, mobile;Educator",629484.0,Bash/Shell/PowerShell;HTML/CSS;Java;Kotlin;Objective-C;Swift,Dart;Go;Haskell;Kotlin;Python;Rust;Swift,MySQL,Cassandra;Couchbase;DynamoDB;MariaDB;MySQL;Redis,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure,Angular;Spring;Vue.js,Angular;Spring;Vue.js,Confluence;Jira;Gitlab,"Confluence;Jira;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",MacOS,36.0,Man,,.NET;Apache Spark;Flutter;Hadoop;Teraform;Unity 3D,Hobby
